account_id,customer_name,email,phone,account_type,open_date,home_city,home_lat,home_lon,credit_limit,avg_monthly_txns,risk_tier,last_active,is_dormant,dormant_days,kyc_verified,country
ACC-00345,Sarah Glass,katherinefritz@example.com,572.878.2856x2090,Savings,2022-09-28,"Austin, US",30.27,-97.74,15000,45,Standard,2024-11-19T11:21:00.447114,False,0,True,US
ACC-00346,Kenneth Carr,uwade@example.org,(602)586-7229x254,Business,2025-10-20,"Denver, US",39.74,-104.98,15000,73,Standard,2024-11-02T15:35:17.702376,False,0,True,US
ACC-00347,Jose Scott,linda48@example.org,+1-560-601-6505,Checking,2022-04-10,"Seattle, US",47.61,-122.33,10000,19,Standard,2024-12-11T02:24:52.784372,True,34,True,US
ACC-00348,Linda Jackson,mitchellrachel@example.com,(871)231-5780x0914,Checking,2022-08-20,"Austin, US",30.27,-97.74,5000,21,High-Risk,2024-12-13T18:58:08.220177,False,0,True,US
ACC-00349,Mrs. Pam Jones DDS,leelisa@example.com,+1-251-553-4489x35670,Business,2024-07-29,"Boston, US",42.36,-71.06,5000,48,Standard,2024-11-03T00:50:26.651094,False,0,True,US
ACC-00350,James Daniels,michellekennedy@example.org,806.342.0470x7244,Checking,2025-03-06,"Dallas, US",32.78,-96.8,10000,79,Standard,2024-10-28T09:31:44.032310,False,0,True,US
ACC-00351,Yolanda Matthews,tracy11@example.net,001-677-347-3612x729,Savings,2021-09-13,"Houston, US",29.76,-95.37,25000,23,Standard,2024-12-04T13:28:46.302378,True,41,True,US
ACC-00352,Breanna Sanchez,cadkins@example.org,805-740-1324,Checking,2023-04-02,"Austin, US",30.27,-97.74,15000,35,Standard,2024-12-29T19:22:31.661551,False,0,True,US
ACC-00353,Joseph Garcia,gregory90@example.com,406-485-3634x72200,Business,2023-09-12,"Miami, US",25.77,-80.19,5000,76,Standard,2024-12-29T01:13:55.778398,False,0,True,US
ACC-00354,James Martin,martindonald@example.com,(338)672-5837,Savings,2024-09-16,"Denver, US",39.74,-104.98,25000,54,Standard,2024-12-21T09:03:10.972733,False,0,True,US
ACC-00355,Timothy Downs,michael13@example.net,+1-544-246-7265x67297,Checking,2023-07-25,"Denver, US",39.74,-104.98,10000,59,High-Risk,2024-12-26T20:09:45.436233,False,0,True,US
ACC-00356,Christopher Stevenson,shellyhill@example.com,379-592-7772,Checking,2022-11-23,"Miami, US",25.77,-80.19,25000,34,Standard,2024-10-29T13:43:53.366825,False,0,True,US
ACC-00357,Lawrence Peters,qpatel@example.net,001-355-346-9248x6245,Savings,2022-11-17,"Los Angeles, US",34.05,-118.24,10000,17,High-Risk,2025-01-14T19:13:45.218293,False,0,True,US
ACC-00358,Andrew Clark,sydneygonzalez@example.com,+1-356-723-3050x375,Checking,2021-08-27,"New York, US",40.71,-74.01,15000,60,Standard,2024-11-23T08:44:43.088155,False,0,True,US
ACC-00359,Eric Morgan,trichardson@example.org,(618)659-5672x73077,Checking,2025-10-16,"Houston, US",29.76,-95.37,5000,14,Standard,2024-12-12T21:21:26.777355,True,33,True,US
ACC-00360,John Cooley DVM,jessicaskinner@example.org,876.642.3994,Savings,2022-03-23,"Dallas, US",32.78,-96.8,15000,27,Premium,2024-11-26T02:40:58.851867,False,0,True,US
ACC-00361,Megan Davis,fsparks@example.net,(830)302-3611,Savings,2023-03-14,"New York, US",40.71,-74.01,10000,70,Premium,2024-10-26T05:01:20.321385,False,0,True,US
ACC-00362,Nicole Knapp,jamesbuckley@example.org,(304)934-7678,Business,2025-02-16,"Chicago, US",41.88,-87.63,15000,44,High-Risk,2024-12-10T07:27:21.482687,False,0,True,US
ACC-00363,Matthew Manning DDS,michellewhite@example.net,645-638-9662x1490,Checking,2022-07-07,"Los Angeles, US",34.05,-118.24,50000,75,Standard,2024-12-08T23:27:55.807690,False,0,True,US
ACC-00364,Kendra Norris,jamesorozco@example.net,001-716-558-3402x3362,Checking,2022-01-21,"Los Angeles, US",34.05,-118.24,15000,75,Premium,2024-11-30T19:17:26.633878,False,0,True,US
ACC-00365,Mary Young,donna93@example.com,876-386-1416x63521,Savings,2023-02-11,"Chicago, US",41.88,-87.63,5000,28,Standard,2024-10-28T19:30:39.655902,True,78,True,US
ACC-00366,David Clark,mitchellroach@example.net,(472)504-3949,Business,2026-01-24,"Miami, US",25.77,-80.19,15000,15,Standard,2024-10-24T23:35:44.943697,False,0,True,US
ACC-00367,Cynthia Aguirre,schneideranna@example.com,001-560-477-9604x714,Business,2022-05-18,"Boston, US",42.36,-71.06,5000,61,High-Risk,2024-10-17T07:15:37.651949,False,0,True,US
ACC-00368,April Lopez,eric22@example.org,001-631-445-2855x314,Savings,2021-07-04,"Dallas, US",32.78,-96.8,50000,61,Standard,2024-11-15T22:13:30.626869,False,0,True,US
ACC-00369,Jenny Adams,krista51@example.com,250-532-6401x33247,Savings,2022-02-05,"Seattle, US",47.61,-122.33,10000,70,High-Risk,2024-10-28T08:43:20.856601,False,0,True,US
ACC-00370,Victoria Rogers,alexandraedwards@example.net,(988)497-4893,Business,2023-04-01,"Houston, US",29.76,-95.37,5000,26,High-Risk,2024-12-01T12:23:53.694141,True,44,True,US
ACC-00371,Jennifer Lang,perrykristin@example.com,(278)500-4274x4125,Business,2023-04-05,"Boston, US",42.36,-71.06,25000,42,Standard,2024-12-03T13:46:33.906052,True,42,True,US
ACC-00372,Kelly Kramer,johncampbell@example.net,4224867972,Business,2024-06-12,"Houston, US",29.76,-95.37,5000,14,High-Risk,2024-11-26T04:12:00.254790,False,0,True,US
ACC-00373,Samantha Harris,thicks@example.net,517-570-9959x3077,Savings,2023-07-08,"Boston, US",42.36,-71.06,10000,24,Premium,2024-11-12T20:34:04.305106,False,0,True,US
ACC-00374,Vincent Herrera,kburch@example.org,(444)814-9621,Savings,2022-01-02,"Seattle, US",47.61,-122.33,15000,36,Standard,2025-01-07T20:26:44.069425,False,0,True,US
ACC-00375,Brian Little,kgoodwin@example.com,+1-359-622-9659x64864,Business,2021-06-11,"Dallas, US",32.78,-96.8,50000,18,Premium,2024-12-01T21:22:33.991671,False,0,True,US
ACC-00376,Melissa Gardner,amber34@example.com,001-616-750-5586x18305,Business,2024-09-08,"Houston, US",29.76,-95.37,15000,63,Standard,2024-11-17T14:03:40.045902,False,0,True,US
ACC-00377,Eric Campos,ryan64@example.net,+1-414-504-2694,Checking,2022-03-06,"Denver, US",39.74,-104.98,50000,63,Standard,2024-11-03T19:40:19.007645,False,0,True,US
ACC-00378,Timothy Levy,wwilson@example.net,291.924.3458x8783,Savings,2025-07-11,"Austin, US",30.27,-97.74,10000,73,Standard,2025-01-02T04:26:48.711799,True,12,True,US
ACC-00379,Russell Lambert,aaron00@example.org,496-355-3727x085,Business,2022-01-01,"Houston, US",29.76,-95.37,50000,28,High-Risk,2024-11-18T18:30:48.226956,False,0,True,US
ACC-00380,Stephen Riley,christophermartin@example.com,(577)745-2271,Business,2026-05-06,"Houston, US",29.76,-95.37,5000,66,Standard,2024-11-09T07:50:31.746754,False,0,True,US
ACC-00381,Theresa Rodgers,santoslarry@example.net,001-480-636-6201x539,Business,2025-10-03,"Miami, US",25.77,-80.19,25000,79,High-Risk,2024-11-26T12:55:41.970891,False,0,True,US
ACC-00382,Cheryl Lawson,johnsontodd@example.org,001-343-838-1115x741,Savings,2024-01-25,"New York, US",40.71,-74.01,50000,80,High-Risk,2024-11-11T19:01:06.831504,False,0,True,US
ACC-00383,Brian Jensen,mark22@example.org,719-558-1908x153,Business,2023-02-16,"Austin, US",30.27,-97.74,5000,20,Standard,2024-11-22T07:18:41.343654,False,0,True,US
ACC-00384,Catherine Tucker,deanshannon@example.net,584.463.4536,Checking,2021-07-08,"Dallas, US",32.78,-96.8,10000,77,Premium,2024-10-21T17:12:41.134947,False,0,True,US
ACC-00385,April King,odomsarah@example.com,5847288198,Business,2021-09-14,"Dallas, US",32.78,-96.8,25000,37,Standard,2024-11-02T20:28:57.653091,False,0,True,US
ACC-00386,Lauren Nichols,warrenlisa@example.net,001-395-997-4875x265,Savings,2024-11-22,"Denver, US",39.74,-104.98,10000,73,Premium,2024-11-01T07:48:58.221426,True,74,True,US
ACC-00387,Todd Clark,dominique83@example.org,+1-930-745-3078x13838,Savings,2022-08-15,"Houston, US",29.76,-95.37,15000,18,Standard,2024-11-09T13:51:23.651629,False,0,True,US
ACC-00388,Kimberly Garrison,hknight@example.com,455-422-9482x277,Checking,2021-12-05,"Austin, US",30.27,-97.74,10000,69,Standard,2024-10-31T20:52:58.058995,False,0,True,US
ACC-00389,Randy Krause,kbailey@example.org,(610)533-3614x042,Savings,2023-05-21,"Los Angeles, US",34.05,-118.24,10000,76,Standard,2024-11-20T12:08:30.191890,False,0,True,US
ACC-00390,Bruce Gomez,petersalexandra@example.com,758-386-2413,Business,2024-07-25,"Denver, US",39.74,-104.98,10000,62,Standard,2024-12-14T02:14:18.464567,False,0,True,US
ACC-00391,Virginia Silva,raymond75@example.org,001-996-503-7175x253,Savings,2023-03-30,"Houston, US",29.76,-95.37,15000,52,Premium,2024-12-10T07:30:20.648995,False,0,True,US
ACC-00392,Gary Griffith,kellydalton@example.com,665.456.2575,Checking,2024-09-24,"Denver, US",39.74,-104.98,25000,71,High-Risk,2025-01-10T17:51:22.660985,False,0,True,US
ACC-00393,John Douglas,xmartin@example.org,535-694-8999,Business,2023-07-03,"Miami, US",25.77,-80.19,10000,16,Premium,2024-12-19T23:11:29.905373,False,0,True,US
ACC-00394,Margaret Parker,hhodges@example.org,756-781-6515x4257,Checking,2022-08-30,"Miami, US",25.77,-80.19,10000,14,Standard,2025-01-07T04:45:26.066683,False,0,True,US
ACC-00395,Maria Hill,christopherlang@example.net,001-777-222-9937x438,Business,2022-02-18,"Miami, US",25.77,-80.19,10000,45,Premium,2024-10-21T06:41:38.897765,False,0,True,US
ACC-00396,Rebekah Howard,monica14@example.com,(692)350-5801,Business,2024-10-06,"Austin, US",30.27,-97.74,50000,66,Standard,2024-11-08T22:55:51.154988,False,0,True,US
ACC-00397,Maria Padilla,ustevens@example.com,237-248-8616x945,Business,2025-09-09,"Miami, US",25.77,-80.19,10000,6,Standard,2024-11-10T13:58:43.775155,False,0,True,US
ACC-00398,Patrick Brown,tina13@example.org,001-927-665-5464x4651,Checking,2024-08-08,"Los Angeles, US",34.05,-118.24,10000,65,Standard,2024-10-25T14:13:09.441501,False,0,True,US
ACC-00399,Angela Hobbs,sarahhensley@example.com,+1-641-591-4002x85764,Business,2025-09-25,"Denver, US",39.74,-104.98,10000,8,Standard,2024-11-19T21:03:31.022475,False,0,True,US
ACC-00400,Renee James,bmartinez@example.net,(463)232-5259x18534,Business,2024-10-06,"Denver, US",39.74,-104.98,15000,69,Standard,2024-11-03T07:14:13.369040,False,0,True,US
